,Address,PlanYear,Project,IDISProjectId,IDISActivityID,Status,StatusDate,InitialFundingDate,FundedAmount,Description
7,615 CANOE CT,2011,EMERGENCY REPAIRS,6,1047,Completed,8/22/2013,08/20/2012,7144.14, 
8,230 S JACKSON ST STE 333 SUITE 333,2012,LOAN SERVICING,6,1049,Completed,9/9/2013,10/09/2012,110563.05,Provide loan servicing for loans to low and moderate income families.
9,230 S JACKSON ST STE 315 SUITE 315,2012,LOAN SERVICING,6,1050,Completed,3/31/2014,10/09/2012,12828.14,Provide loan servicing to business borrowers.
10,420 PINE AVE,2012,PUBLIC SERVICE,12,1063,Completed,9/5/2013,10/11/2012,10000.0,Public Service grant to provide services to runaway and abused youth
11,802 N JEFFERSON ST,2012,PUBLIC SERVICE,12,1064,Completed,9/5/2013,10/11/2012,14858.0,Provide health services for low to moderate income persons including those without insurance or those without adequate insurance.
12,1701 GILLIONVILLE RD,2012,PUBLIC SERVICE,12,1065,Completed,9/4/2013,10/11/2012,10000.0, 
13,230 S JACKSON ST,2012,CHDO CAPACITY BUILDING,14,1066,Completed,8/22/2013,10/17/2012,9847.67,Funding will be utilized to provide training and technical assistance to increase the pool of eligible CHDOs and the capacity of non-profit organizations in carrying out eligile neighborhood revitalization activities such as affordable housing development.
14,230 S JACKSON ST STE 315 SUITE 315,2012,ECONOMIC DEVELOPMENT,15,1067,Completed,9/30/2013,10/16/2012,207856.77, 
15,1400 S JEFFERSON ST,2012,PUBLIC SERVICE,12,1069,Completed,9/6/2013,10/17/2012,123399.87, 
16,230 S JACKSON ST STE 315 SUITE 315,2012,CAPACITY BUILDING FOR NONPROFITS,16,1071,Completed,9/5/2013,10/17/2012,39789.67, 
17,302 ENTERPRISE DR,2012,REHABILITATION,18,1077,Completed,8/22/2013,11/19/2012,10913.11, 
18,732 W OGLETHORPE BLVD,2012,ACQUISITION,7,1078,Completed,8/30/2013,11/16/2012,363067.5, 
19,230 S JACKSON ST,2012,ACQUISITION,4,1079,Canceled,8/12/2013,11/16/2012,0.0, 
20,230 S JACKSON ST,2012,FINANCIAL SELF SUFFICIENCY FOR TBRA,19,1080,Completed,9/12/2014,12/18/2012,20649.06,Provide housing counseling and financial literacy classes to participants of the Tenant based Rental Assistance program - expect to assist 40 clients.
21,230 S JACKSON ST,2012,PUBLIC SERVICE,12,1103,Completed,8/14/2013,02/22/2013,4797.84,To provide employment and empowerment training to Section 3 certified residents.
22,713 ANDOVER LN,2012,EMERGENCY REPAIRS,8,1106,Completed,8/22/2013,03/19/2013,5534.84,Emergency repairs installed on a single-family housing unit for a low income homeowner.
23,803 DON CUTLER SR DR,2012,EMERGENCY REPAIRS,8,1111,Completed,8/22/2013,04/11/2013,7750.46,Emergency Repairs to a single family housing unit for a low-income homeowner.
24,2011 COVES CT,2012,EMERGENCY REPAIRS,8,1112,Completed,8/22/2013,04/11/2013,4010.96,Emergency Repairs to a single-family housing unit for a low-income homeowner.
25,230 S JACKSON ST,2012,PUBLIC SERVICE,12,1114,Completed,9/6/2013,05/14/2013,4688.17,Provide fair housing activities to educate the public regarding housing discrimination.
26,1321 EDGERLY AVE,2012,EMERGENCY REPAIRS,8,1121,Completed,8/22/2013,05/14/2013,4860.0,Emergency repairs to a single-family housing unit for a low-income homeowner.
27,225 S JACKSON ST,2009,PUBLIC FACILITIES,19,1122,Canceled,5/2/2016,05/15/2013,0.0, 
28,809 FAULK LN,2012,EMERGENCY REPAIRS,8,1123,Completed,8/22/2013,06/12/2013,3104.49,Emergency repairs performed to a single-family housing unit for a low-income homeowner.
29,302 ENTERPRISE DR,2012,EMERGENCY REPAIRS,8,1126,Completed,8/22/2013,08/05/2013,4025.54,Emergency repairs to a single-family housing unit for a low-income homeowner.
30,UNKNOWN ADDRESS,2013,ADMINISTRATION,1,1127,Completed,10/1/2014,09/30/2013,331945.79,Expenses to administer the CDBG program for 213-2014 program year.
31,UNKNOWN ADDRESS,2013,SECTION 108 LOANS,3,1129,Completed,6/30/2014,01/24/2014,26382.5,Repayment of Section 108 loan.
32,UNKNOWN ADDRESS,2013,SECTION 108 LOANS,3,1130,Completed,6/30/2014,09/30/2013,437717.5,Section 108 loan payment
33,1701 GILLIONVILLE RD,2013,PUBLIC SERVICE,5,1131,Completed,9/4/2014,08/27/2013,8394.28, 
34,420 PINE AVE,2013,PUBLIC SERVICE,5,1132,Completed,9/4/2014,08/27/2013,15000.0,Public Service grant to provide services to runaway and abused youth
35,802 N JEFFERSON ST,2013,PUBLIC SERVICE,5,1133,Completed,9/2/2014,08/27/2013,25000.0,Provide health services for low to moderate income persons including those without insurance or those without adequate insurance.
36,314 N JEFFERSON ST,2013,PUBLIC SERVICE,5,1134,Completed,9/2/2014,08/27/2013,10000.0,Program to provide services to persons with Alzheimer's Disease or other forms of dementia.
37,ADDRESS SUPPRESSED,2013,PUBLIC SERVICE,5,1135,Completed,2/21/2014,08/27/2013,831.97,Services to victims of family abuse.
38,230 S JACKSON ST,2013,CAPACITY BUILDING FOR NONPROFITS,6,1136,Completed,9/10/2014,08/27/2013,6803.33, 
39,230 S JACKSON ST,2012,ACQUISITION,4,1138,Canceled,8/30/2013,08/30/2013,0.0, 
40,230 S JACKSON ST STE 315 SUITE 315,2013,ECONOMIC DEVELOPMENT,9,1139,Completed,8/26/2014,09/30/2013,154482.97, 
41,230 S JACKSON ST STE 315 SUITE 315,2013,DISPOSITION,10,1140,Completed,8/26/2014,09/30/2013,34863.72, 
42,113 SWAGGOTT RD,2013,EMERGENCY REPAIRS,11,1141,Completed,6/30/2014,09/30/2013,4525.0,Emergency repairs performed on a single-family housing unit for a low-income homeowner.
43,230 S JACKSON ST STE 333 SUITE 333,2013,PUBLIC SERVICE,5,1142,Completed,9/24/2014,09/30/2013,76887.17, 
44,113 SWAGGOTT RD,2013,REHABILITATION,13,1143,Completed,9/9/2014,09/30/2013,23378.73, 
45,230 S JACKSON ST STE 333,2013,CHDO CAPACITY BUILDING,12,1144,Completed,1/31/2014,09/30/2013,12497.03,Funding will be utilized to provide training and technical assistance to increase the pool of eligible CHDOs and the capacity of non-profit organizations in carrying out eligible neighborhood revitilization activities such as affordable housing development.
46,230 S JACKSON ST STE 315,2013,LOAN SERVICING,14,1145,Completed,9/11/2014,09/30/2013,168926.59,Provide loan serving for all economic development and consumer loans.
47,1400 S JEFFERSON ST,2013,REHABILITATION,15,1146,Open,,09/30/2013,193811.53,The rehabilitation of an apartment complex (15 units) to be occupied by low to moderate income households.
48,230 S JACKSON ST STE 315,2013,LOAN SERVICING,14,1147,Completed,9/11/2014,09/30/2013,18769.63,To provided loan servicing to business borrowers.
49,230 S JACKSON ST,2013,PUBLIC SERVICE,5,1148,Completed,6/30/2014,10/22/2013,4167.54,Provide fair housing activities to educate the public regarding housing discrimination.
50,225 W BROAD AVE,2013,PUBLIC SERVICE,5,1159,Completed,9/10/2014,12/13/2013,20471.59, 
51,506 NEUMAN PL,2013,EMERGENCY REPAIRS,11,1160,Completed,1/31/2014,01/07/2014,5897.0, 
52,404 ROSSER LN,2013,EMERGENCY REPAIRS,11,1161,Completed,1/31/2014,01/07/2014,3160.0, 
53,630 WILLIS DR,2013,EMERGENCY REPAIRS,11,1166,Completed,1/27/2014,01/24/2014,5850.0, 
54,1537 E BROAD AVE,2013,EMERGENCY REPAIRS,11,1170,Completed,3/20/2014,03/17/2014,7243.0, 
55,217 TREMONT AVE,2013,EMERGENCY REPAIRS,11,1171,Completed,3/20/2014,03/17/2014,3507.0, 
56,1513 CORA JINKS LN,2013,EMERGENCY REPAIRS,11,1172,Completed,3/20/2014,03/17/2014,3006.0, 
57,1402 W HIGHLAND AVE,2013,EMERGENCY REPAIRS,11,1173,Completed,3/20/2014,03/17/2014,3190.0, 
58,631 HARMON AVE,2013,EMERGENCY REPAIRS,11,1174,Completed,3/20/2014,03/17/2014,3184.0, 
59,2000 COLQUITT AVE,2013,EMERGENCY REPAIRS,11,1195,Completed,5/29/2014,05/28/2014,4085.0, 
60,1306 6TH AVE,2013,EMERGENCY REPAIRS,11,1196,Completed,5/29/2014,05/28/2014,8000.0, 
61,320 MERRITT ST,2013,EMERGENCY REPAIRS,11,1198,Completed,8/31/2014,08/01/2014,6717.0, 
62,824 W MERCER AVE,2013,EMERGENCY REPAIRS,11,1199,Completed,8/31/2014,08/01/2014,4046.0, 
63,1217 NEWTON RD,2013,EMERGENCY REPAIRS,11,1200,Completed,8/8/2014,08/01/2014,5995.0, 
64,1215 NEWTON RD,2013,EMERGENCY REPAIRS,11,1201,Completed,8/8/2014,08/01/2014,4618.0, 
65,230 S JACKSON ST,2013,PUBLIC SERVICE,5,1202,Completed,12/10/2015,06/16/2014,10000.0, 
66,1207 VAN DEMAN ST,2013,EMERGENCY REPAIRS,11,1203,Completed,6/30/2014,06/26/2014,3995.0, 
67,701 PARK PL,2013,PUBLIC SERVICE,5,1207,Completed,10/30/2014,07/09/2014,20802.69, 
68,215 N BROADWAY ST,2013,REHABILITATION,15,1211,Completed,9/15/2014,08/01/2014,39717.58,Rehabilitation of one 3 bedroom apartment for a low-income renter.
69,215 N BROADWAY ST,2013,REHABILITATION,15,1212,Completed,9/15/2014,08/01/2014,39717.59,Rehabilitation of a 3-bedroom apartment for a low-income rental tenant.
0,225 S JACKSON ST,2009,PUBLIC FACILITIES,19,1122,Canceled,5/2/2016,05/15/2013,0.0, 
1,1400 S JEFFERSON ST,2013,REHABILITATION,15,1146,Open,,09/30/2013,193811.53,The rehabilitation of an apartment complex (15 units) to be occupied by low to moderate income households.
2,230 S JACKSON ST,2013,PUBLIC SERVICE,5,1202,Completed,12/10/2015,06/16/2014,10000.0, 
3,314 N JEFFERSON ST,2014,PUBLIC SERVICE,12,1208,Completed,8/21/2015,07/10/2014,25000.0, 
4,225 W BROAD AVE,2014,PUBLIC SERVICE,12,1209,Completed,8/21/2015,07/10/2014,22230.88, 
5,UNKNOWN ADDRESS,2014,ADMINISTRATION,1,1215,Completed,9/15/2015,09/23/2014,318370.68,Expenses to administer the CDBG program for the 2014-15PY.
6,UNKNOWN ADDRESS,2014,SECTION 108 LOANS,3,1217,Completed,7/22/2015,08/29/2014,423596.25,Annual repayment of Section 108 loan for Hilton Garden Inn project.
7,UNKNOWN ADDRESS,2014,SECTION 108 LOANS,3,1218,Completed,7/22/2015,08/29/2014,27573.75,Loan repayment for the MacGregor Golf project
8,230 S JACKSON ST STE 315,2014,LOAN SERVICING,5,1219,Completed,9/2/2015,09/23/2014,163437.79,Provide loan servicing for all economic development and consumer loans.
9,230 S JACKSON ST STE 315,2014,LOAN SERVICING,5,1220,Completed,9/1/2015,09/23/2014,18159.76,To provide loan servicing to business borrowers.
10,230 S JACKSON ST,2014,CAPACITY BUILDING FOR NONPROFITS,7,1222,Completed,9/1/2015,09/23/2014,28045.34, 
11,335 W SOCIETY AVE,2014,PUBLIC SERVICE,12,1223,Completed,8/21/2015,09/22/2014,25000.0, 
12,2316 HEMLOCK DR,2014,REHABILITATION,10,1224,Completed,8/16/2016,09/23/2014,29736.27, 
13,230 S JACKSON ST STE 315 SUITE 315,2014,MICROBUSINESS ENTERPRISE CENTER,8,1227,Completed,10/1/2015,09/23/2014,288417.33, 
14,230 S JACKSON ST,2014,FAIR HOUSING,27,1229,Completed,11/20/2015,09/23/2014,388.85,Provide fair housing activities to educate the public regarding housing discrimination.
15,230 S JACKSON ST STE 333,2014,PUBLIC SERVICE,13,1231,Completed,6/1/2016,09/24/2014,88705.88, 
16,230 S JACKSON ST,2014,FLOOD MITIGATION,28,1248,Completed,8/31/2015,11/12/2014,35218.81,Flood mitigation measures installed on the homes of low-income persons to help reduce flood insurance premiums and renew flood insurance policies.
17,230 S JACKSON ST STE 154,2014,HOUSING COUNSELING,15,1251,Completed,11/20/2015,12/11/2014,25537.79,One on one counseling and group education to low to moderate income families.
18,300 S CARROLL ST,2014,EMERGENCY REPAIRS,9,1261,Completed,1/28/2016,04/21/2015,5060.0, 
19,630 W HIGHLAND AVE 320 DAVIS,2014,DEMOLITION,30,1266,Canceled,9/15/2015,04/21/2015,0.0, 
20,UNKNOWN ADDRESS,2015,ADMINISTRATION,2,1272,Completed,9/13/2016,09/15/2015,332090.86,Expenses incurred to administer the 2015-16 CDBG program.
21,UNKNOWN ADDRESS,2015,SECTION 108 LOANS,4,1274,Canceled,8/12/2015,08/12/2015,0.0,Principal payments for Section 108 Loan
22,UNKNOWN ADDRESS,2015,SECTION 108 LOANS,4,1278,Completed,6/27/2016,08/12/2015,26245.0,Planned Repayment of Section 108 Loan Principal
23,UNKNOWN ADDRESS,2015,SECTION 108 LOANS,4,1279,Completed,6/27/2016,08/12/2015,374001.94,Planned Section 108 loan payment to HUD
24,230 S JACKSON ST,2015,MICROBUSINESS ENTERPRISE CENTER,6,1280,Completed,9/19/2016,08/12/2015,347031.93, 
25,225 W BROAD AVE,2015,PUBLIC SERVICE,7,1281,Completed,9/2/2016,08/25/2015,18684.52, 
26,900 LIPPITT DR P. O. BOX 1726,2015,PUBLIC SERVICE,7,1282,Completed,9/2/2016,08/25/2015,18749.66, 
27,420 PINE AVE P. O. BOX 71562,2015,PUBLIC SERVICE,7,1283,Completed,9/9/2016,08/25/2015,18719.61, 
28,335 W SOCIETY AVE P. O. BOX 88,2015,PUBLIC SERVICE,7,1284,Completed,9/2/2016,08/25/2015,18749.7, 
29,230 S JACKSON ST,2015,CAPACITY BUILDING FOR NONPROFITS,8,1285,Completed,9/2/2016,08/25/2015,38149.26, 
30,230 S JACKSON ST STE 315 SUITE 315,2015,DISPOSITION,9,1286,Completed,9/23/2016,08/31/2015,33652.54, 
31,230 S JACKSON ST STE 315,2015,LOAN SERVICING,20,1287,Completed,10/19/2016,09/15/2015,15918.6,To provide loan servicing to business borrowers.
32,1209 HAMPTON CT,2015,LOAN SERVICING,20,1288,Completed,8/23/2016,09/15/2015,143267.37,Provide loan servicing for all economic development and consumer loans.
33,230 S JACKSON ST STE 333,2015,PUBLIC SERVICE,13,1295,Completed,9/30/2016,10/14/2015,56526.37, 
34,422 LOUIS AVE,2015,FLOOD MITIGATION,15,1296,Completed,8/17/2017,10/14/2015,128605.22,Flood mitigation measures installed on single-family homes for low-income persons to help reduce flood insurance premiums and renew flood insurance policies.
35,1819 EDGERLY AVE,2015,REHABILITATION,18,1297,Completed,6/30/2016,10/14/2015,23629.54, 
36,230 S JACKSON ST STE 315,2015,HOUSING COUNSELING,22,1300,Completed,9/1/2016,11/30/2015,21559.2,One on one counseling and group education to low to moderate income families.
37,ADDRESS SUPPRESSED,2015,EMERGENCY REPAIRS,19,1307,Completed,4/1/2016,12/17/2015,7788.79, 
38,ADDRESS SUPPRESSED,2015,EMERGENCY REPAIRS,19,1308,Completed,4/1/2016,12/17/2015,7397.79, 
39,ADDRESS SUPPRESSED,2015,EMERGENCY REPAIRS,19,1309,Completed,4/1/2016,12/17/2015,5906.79, 
40,ADDRESS SUPPRESSED,2015,EMERGENCY REPAIRS,19,1310,Completed,4/1/2016,12/17/2015,4985.79, 
41,ADDRESS SUPPRESSED,2015,EMERGENCY REPAIRS,19,1311,Completed,4/1/2016,12/17/2015,6539.81, 
42,ADDRESS SUPPRESSED,2015,EMERGENCY REPAIRS,19,1312,Completed,4/1/2016,12/17/2015,6590.71, 
43,ADDRESS SUPPRESSED,2015,EMERGENCY REPAIRS,19,1313,Completed,3/23/2017,12/31/2015,7043.88, 
44,ADDRESS SUPPRESSED,2015,EMERGENCY REPAIRS,19,1314,Completed,4/1/2016,12/31/2015,6159.79, 
45,ADDRESS SUPPRESSED,2015,EMERGENCY REPAIRS,19,1315,Completed,4/1/2016,12/31/2015,5305.79, 
46,ADDRESS SUPPRESSED,2015,EMERGENCY REPAIRS,19,1316,Completed,4/1/2016,12/31/2015,5555.78, 
47,"181 E BROAD ST P.O. BOX 346 CAMILLA, GA 31730-1966",2015,PUBLIC SERVICE,23,1319,Canceled,8/23/2016,02/11/2016,0.0,Administration for the Competitive Public Services Grant Program.
48,230 S JACKSON ST STE 315,2014,ACQUISITION,17,1325,Completed,8/22/2016,03/28/2016,9690.47,To acquire a foreclosed property to prevent an low to moderate income eligible household from becoming homeless.
49,2232 S WASHINGTON ST,2015,EMERGENCY REPAIRS,19,1331,Completed,8/10/2016,04/22/2016,8448.62, 
50,2020 N RIVERVIEW CIR,2015,EMERGENCY REPAIRS,19,1332,Completed,3/23/2017,04/22/2016,15423.7, 
51,2521 FORSYTHE ST,2015,EMERGENCY REPAIRS,19,1333,Completed,6/30/2016,04/22/2016,4791.16, 
52,2221 S MADISON ST 2223 S. MADISON,2015,DEMOLITION,16,1334,Completed,5/31/2016,04/25/2016,5092.0,The demolition of burned duplexes.
53,521 PINE AVE,2015,PUBLIC SERVICE,7,1335,Completed,9/2/2016,04/27/2016,4416.25, 
54,230 S JACKSON ST,2015,PUBLIC SERVICE,7,1336,Completed,12/29/2016,04/27/2016,9346.38, 
55,634 URQHART AVE,2015,EMERGENCY REPAIRS,19,1343,Completed,6/30/2016,06/27/2016,3844.79, 
56,1302 E 2ND AVE,2015,EMERGENCY REPAIRS,19,1344,Completed,6/30/2016,06/27/2016,3844.79, 
57,1314 MOBILE AVE,2015,EMERGENCY REPAIRS,19,1345,Completed,6/30/2016,06/27/2016,4014.79, 
58,2714 DAVENPORT DR,2015,EMERGENCY REPAIRS,19,1346,Completed,6/30/2016,06/27/2016,4344.79, 
59,811 HOBSON ST,2015,EMERGENCY REPAIRS,19,1347,Completed,6/30/2016,06/27/2016,6569.29, 
60,230 S JACKSON ST,2015,PUBLIC SERVICE,7,1348,Completed,8/23/2016,06/29/2016,10108.0,Activities designed to provide education and outreach to low to moderate income households of their rights as tenants and homeowners.
61,311 GARDEN HILL DR,2015,EMERGENCY REPAIRS,19,1356,Completed,7/27/2016,07/26/2016,3995.88, 
62,1627 MCARTHUR ST,2015,EMERGENCY REPAIRS,19,1357,Completed,7/27/2016,07/26/2016,3620.88, 
63,214 N BROADWAY ST,2015,EMERGENCY REPAIRS,19,1358,Completed,7/27/2016,07/26/2016,5628.35, 
64,1514 MCARTHUR ST,2015,EMERGENCY REPAIRS,19,1359,Completed,8/10/2016,07/26/2016,3895.88, 
65,502 W LINCOLN AVE,2015,EMERGENCY REPAIRS,19,1360,Completed,11/1/2016,07/26/2016,8647.79, 
66,1905 W HIGHLAND AVE,2015,EMERGENCY REPAIRS,19,1361,Completed,8/25/2016,07/26/2016,4396.88, 
67,1402 E GORDON AVE,2015,EMERGENCY REPAIRS,19,1362,Completed,8/10/2016,07/26/2016,5554.35, 
68,1005 SWIFT ST,2015,EMERGENCY REPAIRS,19,1363,Completed,8/10/2016,07/26/2016,5756.35, 
69,912 JEFFERIES AVE,2015,EMERGENCY REPAIRS,19,1364,Completed,8/10/2016,07/26/2016,5473.38, 
70,218 MORNINGSIDE DR,2015,EMERGENCY REPAIRS,19,1365,Completed,8/10/2016,07/26/2016,5709.38, 
71,2524 FORSYTHE ST,2015,EMERGENCY REPAIRS,19,1366,Completed,8/10/2016,07/26/2016,6883.85, 
72,230 S JACKSON ST STE 315,2015,CHDO CAPACITY BUILDING,14,1376,Completed,6/30/2017,08/10/2016,609.1,Training provided to certified and aspiring CHDOs.
73,1817 W OGLETHORPE AVE,2015,EMERGENCY REPAIRS,19,1378,Completed,8/25/2016,08/17/2016,5330.5, 
74,212 MITCHELL AVE,2015,EMERGENCY REPAIRS,19,1379,Completed,8/25/2016,08/17/2016,3863.5, 
75,1219 E SOCIETY AVE,2015,EMERGENCY REPAIRS,19,1380,Completed,8/25/2016,08/17/2016,5285.5, 
76,420 BONNY VIEW AVE,2015,EMERGENCY REPAIRS,19,1381,Completed,11/28/2016,08/17/2016,18676.23, 
77,2536 CRESCENT DR,2015,EMERGENCY REPAIRS,19,1382,Completed,8/25/2016,08/17/2016,6304.23, 
0,230 S JACKSON ST,2005,PUBLIC SERVICE,9,445,Completed,6/30/2006,01/27/2006,70210.94, 
1,SANDS DRIVE,2005,HOUSING,6,466,Canceled,1/10/2012,09/28/2006,0.0, 
2,230 S JACKSON ST SUITE 315,2006,ADMINISTRATION,1,473,Completed,6/30/2007,10/25/2006,430773.29, 
3,230 S JACKSON ST SUITE 315,2006,SECTION 108 LOANS,2,475,Completed,8/25/2007,10/25/2006,521166.25, 
4,230 S JACKSON ST SUITE 315,2006,SECTION 108 LOANS,2,476,Completed,8/25/2007,10/25/2006,46920.0,THE REPAYMENT OF A SECTION 108 LOAN FOR THE MCGREGOR PROJECT
5,230 S JACKSON ST,2006,PUBLIC SERVICE,12,484,Canceled,9/1/2007,10/25/2006,0.0,THE OPERATION OF A PROGRAM TO ASSIST THE HOMELESS.
6,203 INDEPENDENCE DR,2006,EMERGENCY REPAIRS,6,504,Completed,9/7/2007,08/20/2007,5218.25,PERFORM EMERGENCY REPAIRS ON A SINGLE FAMILY OWNER-OCCUPIED UNIT.
7,2600 LINDSEY AVE,2006,EMERGENCY REPAIRS,6,505,Canceled,8/30/2007,08/20/2007,0.0,PERFORM EMERGENCY REPAIRS ON A SINGLE-FAMILY OWNER-OCCUPIED UNIT.
8,916 CEDAR AVE,2006,EMERGENCY REPAIRS,6,506,Completed,9/7/2007,08/20/2007,4983.13,PERFORM EMERGENCY REPAIRS TO A SINGLE-FAMILY OWNER-OCCUPIED UNIT.
9,1004 S DAVIS ST,2006,EMERGENCY REPAIRS,6,507,Completed,9/7/2007,08/22/2007,5027.9,PERFORM EMERGENCY REPAIRS ON A SINGLE-FAMILY OWNER-OCCUPIED UNIT.
10,1802 MELROSE DR,2006,EMERGENCY REPAIRS,6,508,Completed,9/7/2007,08/20/2007,5398.87,PERFORM EMERGENCY REPAIRS ON A SINGLE-FAMILY OWNER-OCCUPIED UNIT.
11,2308 EVERGREEN DR,2006,EMERGENCY REPAIRS,6,509,Completed,9/7/2007,08/20/2007,5931.31,PERFORM EMERGENCY REPAIRS ON A SINGLE-FAMILY OWNER-OCCUPIED UNIT.
12,1520 HENRI AVE,2006,EMERGENCY REPAIRS,6,510,Completed,9/7/2007,08/20/2007,5192.97,PERFORM EMERGENCY REPAIRS ON A SINGLE-FAMILY OWNER-OCCUPIED UNIT.
13,1801 KEYSTONE AVE,2006,EMERGENCY REPAIRS,6,511,Completed,9/7/2007,08/22/2007,4435.66,PERFORM EMERGENCY REPAIRS ON A SINGLE-FAMILY OWNER-OCCUPIED UNIT.
14,505 ENDICOTT LN,2006,EMERGENCY REPAIRS,6,512,Completed,9/7/2007,08/20/2007,5363.39,PERFORM EMERGENCY REPAIRS ON A SINGLE-FAMILY OWNER-OCCUPIED UNIT.
15,213 EBONY LN,2006,REHABILITATION,5,513,Completed,9/7/2007,08/20/2007,1800.0,PERFORM SERVICES TO MAKE HOUSING UNIT MORE ENERGY EFFICIENT
16,507 HOBSON ST,2006,REHABILITATION,5,514,Completed,9/7/2007,08/20/2007,1720.0,PERFORM SERVICES TO MAKE A SINGLE-FAMILY UNIT MORE ENERGY EFFICIENT.
17,203 INDEPENDENCE DR,2006,REHABILITATION,5,515,Completed,9/7/2007,08/20/2007,900.0,PERFORM SERVICES TO MAKE A SINGLE-FAMILY UNIT MORE ENERGY EFFICIENT.
18,501 JEFFERIES AVE,2006,REHABILITATION,5,516,Completed,9/7/2007,08/20/2007,650.0,PERFORM SERVICES TO MAKE SINGLE-FAMILY UNIT MORE ENERGY EFFICIENT.
19,1802 MELROSE DR,2006,REHABILITATION,5,517,Completed,9/7/2007,08/20/2007,2298.0,PERFORM SERVICS TO MAKE A SINGLE-FAMILY UNIT MORE ENERGYEFFICIENT.
20,1008 E RESIDENCE AVE,2006,EMERGENCY REPAIRS,6,518,Canceled,8/30/2007,08/20/2007,0.0,PERFORM EMERGENCY REPAIRS ON A SINGLE-FAMILY OWNER-OCCUPIED UNIT.
21,SCATTERED SITES,2006,EMERGENCY REPAIRS,6,519,Completed,9/7/2007,08/20/2007,7001.04,VARIOUS EXPENSES ASSOCIATED WITH UNITS ON SCATTERED SITES
22,235 S JACKSON ST,2006,PUBLIC FACILITIES,8,520,Completed,9/6/2007,08/22/2007,1489.0,THE REPLACEMENT OF THE ROOF AT THE RITZ CULTURAL CENTER
23,900 S MAPLE ST,2006,PUBLIC FACILITIES,8,521,Completed,9/8/2007,08/22/2007,19800.0,THE IMPROVEMENT DRAINAGE AT HEATH PARK
24,421 W SOCIETY AVE,2006,DEMOLITION,11,522,Completed,4/6/2010,08/22/2007,124559.66, 
25,525 5TH AVE,2006,PUBLIC FACILITIES,8,523,Completed,8/16/2011,08/22/2007,15016.43, 
26,1409 E 2ND AVE,2006,REHABILITATION,5,524,Completed,9/7/2007,08/22/2007,750.0,ENERGY EFFICIENCY FOR SINGLE-FAMILY HOMEOWNER UNIT
27,304 LYNN LN,2006,REHABILITATION,5,525,Completed,9/7/2007,08/22/2007,650.0,ENERGY EFFICIENCY FOR SINGLE-FAMILY HOUSING UNIT
28,2201 SOUTH GRADY/ENERGY EFFICIENCY,2006,REHABILITATION,5,526,Completed,9/7/2007,08/22/2007,2065.0,ENERGY EFFICIENCY FOR SINGLE-FAMILY HOUSING UNIT
29,146 FORCE DR,2006,REHABILITATION,5,527,Completed,9/7/2007,08/22/2007,1500.0,ENERGY EFFICIENCY FOR SINGLE-FAMILY HOUSING UNIT
30,818 CEDAR AVE,2006,REHABILITATION,5,528,Completed,9/7/2007,08/22/2007,2250.0,ENERGY EFFICIENCY FOR SINGLE-FAMILY HOUSING UNIT
31,1402 E TIFT AVE,2006,REHABILITATION,5,529,Completed,9/7/2007,08/22/2007,1417.0,ENERGY EFFICIENCY FOR SINGLE-FAMILY HOUSING UNIT
32,829 W BROAD AVE,2006,PUBLIC SERVICE,12,536,Canceled,10/29/2007,08/31/2007,0.0,PROVIDING HOUSING ASSISTANCE
33,PO BOX 448,2007,PUBLIC SERVICE,15,539,Completed,8/6/2010,10/04/2007,14950.95,DAYCARE SERVICES FOR SENIORS DIAGNOSED WITH ALZEHEIMERS AND OR DEMENTIA.
34,835 W BROAD AVE,2007,PUBLIC SERVICE,15,540,Completed,6/30/2009,10/04/2007,12536.11,PROVIDING COMPUTER LITERACY SERVICES FOR SENIOR CITIZENS.
35,230 S JACKSON ST STE 315 CDBG,2007,ADMINISTRATION,1,541,Completed,8/23/2008,10/04/2007,431570.45, 
36,230 S JACKSON ST STE 315,2007,SECTION 108 LOANS,2,543,Completed,6/30/2008,10/04/2007,511940.0, 
37,230 S JACKSON ST STE 315,2007,SECTION 108 LOANS,2,544,Completed,6/30/2008,10/04/2007,45603.75, 
38,SCATTERED SITES,2007,DISPOSITION,3,545,Completed,6/30/2008,10/04/2007,64186.25,THE SELLING AND MAINTENANCE OF CITY-OWNED PROPERTY.
39,400 EBONY LN,2007,PUBLIC FACILITIES,11,546,Completed,11/29/2010,10/04/2007,46642.04,Drainage and street improvements made to the 400 block of Ebony Lane which is located in the NRSA of South Albany Redevelopment Area.
40,HICKORY LANE,2007,PUBLIC FACILITIES,11,547,Canceled,11/29/2010,10/04/2007,0.0,THE IMPROVEMENT OF THE DRAINAGE AND STREET ON THE 400 & 500 BLOCK OF HICKORY LANE
41,230 S JACKSON ST,2008,ECONOMIC DEVELOPMENT,4,548,Completed,10/2/2009,10/04/2007,286906.18,THE TECHNICAL ASSISTANCE AND OPERATION OF THE CITY OF ALBANYINCUBATOR FOR MICRO-BUSINESSES.
42,SCATTERED SITES,2007,RELOCATION,13,549,Completed,9/29/2009,10/08/2007,80593.29,CONTINUED RELOCATION PAYMENT FOR PEOPLE WHO WERE RELOCATED IN PAST YEARS.
43,230 S JACKSON ST,2007,PUBLIC SERVICE,15,550,Completed,9/29/2009,10/09/2007,50563.82,TO PROVIDE SERVICES TO HOMELESS PERSONS AND FAMILIES.
